as_of_date,loan_id,auto_direct_indirect,auto_new_used,original_balance,current_balance,current_rate,origination_date,maturity_date,original_term_months,orig_fico,orig_ltv,dti_back_end,state,year,days_past_due,product_type,box_id,in_box_flag,exclusion_reason
2025-10-19,49,AUTO_INDIRECT,AUTO_NEW,9943,35516.0,11.48,2021-03-19,2027-01-19,70.0,749.0,142.2,15.0,TX,2021,0,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,50,AUTO_INDIRECT,AUTO_USED,16899,114639.97,16.21,2023-11-17,2027-06-17,43.0,533.0,82.92,56.22,TX,2019,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,51,AUTO_INDIRECT,AUTO_USED,74218,87695.37,4.73,2023-02-11,2025-01-11,23.0,764.0,121.75,13.09,TX,2011,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,52,AUTO_DIRECT,AUTO_NEW,58042,102267.38,6.62,2025-04-12,2030-01-12,57.0,523.0,29.61,65.59,TX,2025,29,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,53,AUTO_DIRECT,AUTO_USED,14855,121661.43,13.27,2024-09-25,2026-10-25,25.0,698.0,60.65,5.14,TX,2018,0,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,54,AUTO_INDIRECT,AUTO_USED,113314,67527.77,11.58,2019-11-04,2025-02-04,63.0,662.0,87.59,17.51,TX,2014,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,55,AUTO_INDIRECT,AUTO_NEW,104569,120255.81,15.89,2021-10-30,2027-11-30,73.0,577.0,31.63,29.46,TX,2012,0,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,56,AUTO_INDIRECT,AUTO_USED,124412,1061.17,6.97,2022-05-15,2024-06-15,25.0,626.0,78.02,8.07,TX,2007,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,57,AUTO_DIRECT,AUTO_USED,109494,82446.86,16.94,2022-11-26,2026-08-26,45.0,793.0,125.23,56.87,TX,2007,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,58,AUTO_DIRECT,AUTO_USED,136944,124775.65,6.11,2022-10-21,2025-05-21,31.0,571.0,90.1,67.59,TX,2011,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,59,AUTO_INDIRECT,AUTO_USED,145196,108419.05,16.54,2022-01-26,2027-04-26,63.0,664.0,9.19,48.56,TX,2006,17,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,60,AUTO_DIRECT,AUTO_USED,12309,98967.38,3.19,2019-04-18,2023-06-18,50.0,524.0,69.25,54.44,TX,2016,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,61,AUTO_DIRECT,AUTO_NEW,46244,143469.39,9.97,2021-04-02,2024-07-02,39.0,622.0,111.46,32.61,TX,2013,0,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,62,AUTO_INDIRECT,AUTO_NEW,98194,94436.4,12.47,2024-01-30,2025-10-30,21.0,783.0,77.82,16.42,TX,2020,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,63,AUTO_DIRECT,AUTO_NEW,94549,42495.55,3.25,2022-02-05,2028-09-05,79.0,530.0,148.47,29.51,TX,2011,0,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,64,AUTO_INDIRECT,AUTO_NEW,125406,12732.13,17.46,2019-04-20,2021-05-20,25.0,632.0,116.71,26.07,TX,2019,0,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,65,AUTO_DIRECT,AUTO_USED,72400,44212.62,15.64,2020-11-27,2027-01-27,74.0,572.0,5.69,49.47,TX,2025,7,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,66,AUTO_INDIRECT,AUTO_USED,108560,17984.85,1.02,2020-07-08,2026-06-08,71.0,546.0,36.95,36.6,TX,2008,29,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,67,AUTO_DIRECT,AUTO_NEW,125388,134355.13,8.82,2025-06-25,2028-09-25,39.0,666.0,104.09,54.4,TX,2018,0,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,68,AUTO_DIRECT,AUTO_USED,125427,100241.59,10.8,2021-07-20,2025-08-20,49.0,763.0,89.35,11.44,TX,2019,0,AUTO_USED,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,69,AUTO_DIRECT,AUTO_NEW,34845,6088.41,1.53,2021-06-26,2024-02-26,32.0,714.0,39.76,64.48,TX,2010,0,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
2025-10-19,70,AUTO_DIRECT,AUTO_USED,103778,110015.03,13.17,2021-09-09,2024-12-09,39.0,730.0,89.26,17.41,TX,2015,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,71,AUTO_DIRECT,AUTO_NEW,19369,15919.01,13.15,2023-09-09,2030-04-09,79.0,674.0,101.48,17.19,TX,2023,21,AUTO_NEW,AUTO_NEW_670_699,True,None
2025-10-19,72,AUTO_DIRECT,AUTO_NEW,129693,76493.08,16.36,2024-05-30,2028-07-30,50.0,740.0,2.69,69.37,TX,2015,21,AUTO_NEW,OOB_UNMATCHED,False,NO_BOX_MATCH
