as_of_date,loan_id,auto_direct_indirect,auto_new_used,original_balance,current_balance,current_rate,origination_date,maturity_date,original_term_months,orig_fico,orig_ltv,dti_back_end,state,year,days_past_due,product_type,box_id,in_box_flag,exclusion_reason
2025-10-19,53,AUTO_DIRECT,AUTO_USED,14855,121661.43,13.27,2024-09-25,2026-10-25,25.0,698.0,60.65,5.14,TX,2018,0,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,71,AUTO_DIRECT,AUTO_NEW,19369,15919.01,13.15,2023-09-09,2030-04-09,79.0,674.0,101.48,17.19,TX,2023,21,AUTO_NEW,AUTO_NEW_670_699,True,None
2025-10-19,93,AUTO_INDIRECT,AUTO_NEW,31214,90710.44,10.6,2020-02-23,2026-05-23,75.0,728.0,7.14,22.05,TX,2012,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,106,AUTO_INDIRECT,AUTO_USED,10046,110751.99,8.83,2025-05-23,2028-06-23,37.0,700.0,93.45,17.15,TX,2015,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,178,AUTO_DIRECT,AUTO_USED,36861,140729.63,12.17,2023-07-18,2027-07-18,48.0,747.0,45.48,22.57,TX,2015,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,212,AUTO_INDIRECT,AUTO_NEW,131759,142222.93,12.49,2023-12-14,2027-03-14,39.0,771.0,80.98,32.47,TX,2017,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,247,AUTO_INDIRECT,AUTO_NEW,19232,74679.06,13.92,2025-08-04,2028-11-04,39.0,777.0,10.06,9.94,TX,2012,19,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,251,AUTO_DIRECT,AUTO_NEW,133897,15254.74,10.17,2024-12-29,2027-06-29,30.0,709.0,87.96,4.6,TX,2009,24,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,252,AUTO_INDIRECT,AUTO_NEW,68073,148141.16,16.32,2024-08-10,2027-07-10,35.0,746.0,32.6,12.74,TX,2010,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,267,AUTO_DIRECT,AUTO_USED,132806,6488.5,1.05,2020-01-29,2026-11-29,82.0,716.0,35.21,13.97,TX,2013,29,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,278,AUTO_DIRECT,AUTO_USED,132512,64592.71,13.43,2024-10-16,2030-08-16,70.0,718.0,73.71,9.81,TX,2019,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,280,AUTO_DIRECT,AUTO_NEW,27597,91786.69,17.18,2024-12-31,2026-09-30,21.0,796.0,6.27,29.51,TX,2017,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,290,AUTO_DIRECT,AUTO_USED,90780,41528.9,6.96,2025-03-12,2032-03-12,84.0,670.0,85.46,7.99,TX,2021,0,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,291,AUTO_DIRECT,AUTO_NEW,139228,103203.5,7.49,2024-06-23,2027-12-23,42.0,791.0,86.43,24.23,TX,2022,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,300,AUTO_INDIRECT,AUTO_NEW,92283,89501.18,1.78,2021-12-01,2026-06-01,54.0,768.0,27.0,23.95,TX,2019,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,310,AUTO_INDIRECT,AUTO_NEW,79374,7613.51,4.78,2024-12-13,2026-09-13,21.0,710.0,113.9,10.11,TX,2011,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,318,AUTO_DIRECT,AUTO_NEW,47431,10321.72,8.06,2023-07-25,2026-09-25,38.0,748.0,74.95,23.09,TX,2006,28,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,323,AUTO_INDIRECT,AUTO_NEW,19759,65442.29,15.78,2019-12-03,2026-11-03,83.0,690.0,110.82,7.87,TX,2016,0,AUTO_NEW,AUTO_NEW_670_699,True,None
2025-10-19,334,AUTO_INDIRECT,AUTO_USED,38586,65257.88,6.15,2024-09-24,2027-06-24,33.0,660.0,81.73,22.97,TX,2018,0,AUTO_USED,AUTO_USED_660_669,True,None
2025-10-19,339,AUTO_DIRECT,AUTO_NEW,114975,118319.17,2.4,2025-06-23,2031-04-23,70.0,706.0,66.44,15.07,TX,2020,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,377,AUTO_DIRECT,AUTO_NEW,46176,62578.23,10.23,2024-11-26,2027-06-26,31.0,777.0,54.5,31.63,TX,2019,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,404,AUTO_DIRECT,AUTO_NEW,124670,60554.1,10.64,2025-01-12,2031-04-12,75.0,774.0,55.38,19.64,TX,2025,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,406,AUTO_INDIRECT,AUTO_NEW,7799,110672.39,2.67,2023-04-20,2027-01-20,45.0,686.0,1.66,8.84,TX,2007,0,AUTO_NEW,AUTO_NEW_670_699,True,None
2025-10-19,429,AUTO_DIRECT,AUTO_NEW,146897,84412.34,8.58,2024-12-27,2028-02-27,38.0,784.0,20.5,1.87,TX,2023,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,432,AUTO_INDIRECT,AUTO_NEW,24524,136869.13,14.2,2023-02-03,2029-12-03,82.0,780.0,23.0,12.46,TX,2008,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,435,AUTO_INDIRECT,AUTO_NEW,56284,57452.91,5.8,2022-03-30,2027-07-30,64.0,744.0,103.54,19.66,TX,2019,0,AUTO_NEW,AUTO_NEW_700_749,True,None
2025-10-19,439,AUTO_DIRECT,AUTO_NEW,54005,37522.61,3.9,2023-07-22,2028-01-22,54.0,787.0,91.91,19.11,TX,2008,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,448,AUTO_INDIRECT,AUTO_USED,58167,148469.84,5.38,2023-08-11,2030-08-11,84.0,746.0,19.61,19.96,TX,2011,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,467,AUTO_DIRECT,AUTO_USED,67998,110787.6,13.45,2021-02-21,2026-09-21,67.0,746.0,82.89,19.14,TX,2021,12,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,487,AUTO_INDIRECT,AUTO_USED,70215,27648.28,13.8,2020-12-29,2027-07-29,79.0,716.0,4.21,18.26,TX,2022,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,504,AUTO_DIRECT,AUTO_NEW,73761,43992.96,9.95,2025-06-12,2029-02-12,44.0,783.0,72.75,29.06,TX,2015,0,AUTO_NEW,AUTO_NEW_750PLUS,True,None
2025-10-19,523,AUTO_DIRECT,AUTO_USED,73394,139755.64,5.37,2025-05-04,2028-10-04,41.0,671.0,50.29,22.39,TX,2016,0,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,550,AUTO_INDIRECT,AUTO_USED,15572,123402.14,1.02,2024-10-01,2026-09-01,23.0,731.0,45.07,11.79,TX,2019,0,AUTO_USED,AUTO_USED_700_749,True,None
2025-10-19,571,AUTO_DIRECT,AUTO_USED,7438,134967.26,3.5,2023-08-04,2026-10-04,38.0,690.0,104.73,7.35,TX,2011,22,AUTO_USED,AUTO_USED_670_699,True,None
2025-10-19,596,AUTO_DIRECT,AUTO_USED,6242,55383.79,7.73,2022-06-28,2027-11-28,65.0,674.0,24.86,10.0,TX,2018,0,AUTO_USED,AUTO_USED_670_699,True,None
